"distance m","value db"
8.702754,3.019
8.703073,4.884
8.705627,3.401
8.706584,4.121
8.708818,3.119
8.710095,0.0
8.71584,4.11
8.716159,5.301
8.717755,3.501
8.718074,1.947
8.718393,0.0
8.71967,1.472
8.719989,0.0
8.722861,1.576
8.725414,0.0
8.726372,2.65
8.727329,0.031
8.728287,1.633
8.728606,3.552
8.73084,1.984
8.731159,0.0
8.736904,3.253
8.737223,4.258
8.738181,5.83
8.739138,4.886
8.739457,1.833
8.739776,0.0
8.748074,1.208
8.748394,0.0
8.75733,1.92
8.758287,0.0
8.766586,1.602
8.767543,3.722
8.770096,0.568
8.771373,1.481
8.77616,3.054
8.776479,0.0
8.779033,3.127
8.779352,4.585
8.780309,3.495
8.780628,0.53
8.780948,3.362
8.781586,0.46
8.787331,3.26
8.78765,1.177
8.787969,0.0
8.788288,1.501
8.788607,4.42
8.789884,2.086
8.790203,0.0
8.791799,1.544
8.792118,2.619
8.792756,3.923
8.794033,0.195
8.804246,1.278
8.804565,2.756
8.804884,1.43
8.805203,0.0
8.805523,4.051
8.805842,5.682
8.806799,4.958
8.807118,0.616
8.807757,1.834
8.808714,1.138
8.809033,0.0
8.810629,1.608
8.810948,2.713
8.811267,1.705
8.812225,0.0
8.812863,2.411
8.813501,0.0
8.814459,2.649
8.815736,0.515
8.825629,3.569
8.828183,0.0
8.828821,3.071
8.82914,0.0
8.83297,1.035
8.833927,0.0
8.839991,3.693
8.840311,0.0
8.840949,3.833
8.841268,0.0
8.845736,0.0
8.854034,2.482
8.854353,0.0
8.855311,2.394
8.85563,3.859
8.856588,2.584
8.856907,0.0
8.857864,2.473
8.858183,3.571
8.859141,1.84
8.859779,3.513
8.860098,4.569
8.860737,3.554
8.861056,0.0
8.862652,1.74
8.86329,0.0
8.863609,1.663
8.864247,0.0
8.864886,1.602
8.866162,0.0
8.86712,2.563
8.867758,1.025
8.868077,0.0
8.872865,2.484
8.873184,4.616
8.874141,2.725
8.87446,0.0
8.877971,2.412
8.87829,3.6
8.882758,3.331
8.883078,0.0
8.886907,2.633
8.887227,3.846
8.888184,1.767
8.888503,0.0
8.895206,2.823
8.899035,2.43
8.899674,0.0
8.901269,4.637
8.901589,6.374
8.903504,2.525
8.903823,0.0
8.906695,1.083
8.907014,3.344
8.907653,2.992
8.907972,0.417
8.930632,2.461
8.930951,4.083
8.933823,0.0
8.934462,1.624
8.934781,0.0
8.935419,4.391
8.935738,5.516
8.936058,4.234
8.936377,0.42
8.940207,4.291
8.940526,5.863
8.943398,4.394
8.943717,3.305
8.944356,1.77
8.945951,0.0
8.949462,2.239
8.951058,0.0
8.954569,2.183
8.954888,4.466
8.959994,0.0
8.965739,3.166
8.968611,1.495
8.96925,3.499
8.975633,2.275
8.97691,0.735
8.977229,2.348
8.977548,5.039
8.978186,2.581
8.979144,0.0
8.993186,4.558
8.99574,0.0
8.997974,2.74
9.000208,2.702
9.000527,0.0
9.003399,3.125
9.008187,2.727
9.008506,0.0
9.01074,2.337
9.012017,1.264
9.012336,0.0
9.014889,3.532
9.015527,0.034
9.019357,2.564
9.022868,0.0
9.024464,3.104
9.025102,2.063
9.02574,2.755
9.027017,0.719
9.028932,1.588
9.030847,1.885
9.031166,3.672
9.033081,0.0
9.036592,2.219
9.036911,4.142
9.040422,3.078
9.040741,0.0
9.046486,1.36
9.047124,3.328
9.048401,1.023
9.04872,0.0
9.051273,2.547
9.05223,1.771
9.05255,0.0
9.05606,3.082
9.056699,0.94
9.073933,1.16
9.074252,0.0
9.075529,3.33
9.075848,1.39
9.076167,0.0
9.077125,1.932
9.077444,3.908
9.078082,1.463
9.078401,0.0
9.083827,2.825
9.084784,0.978
9.085104,2.325
9.085742,1.277
9.086061,0.0
9.087657,1.896
9.088295,4.094
9.088614,5.117
9.091487,3.253
9.100104,3.482
9.100423,1.728
9.102657,0.057
9.109679,2.273
9.109998,1.179
9.110317,0.0
9.110955,1.669
9.111913,3.873
9.113828,1.382
9.114785,0.0
9.119892,1.199
9.12053,0.0
9.120849,2.272
9.121168,4.458
9.122445,2.505
9.122764,0.0
9.136488,2.055
9.136807,0.0
9.154999,1.041
9.155318,3.145
9.155956,0.0
9.156914,1.262
9.157552,0.0
9.161382,2.276
9.161701,3.304
9.164573,0.0
9.170957,2.739
9.171276,4.085
9.173191,1.881
9.17351,0.0
9.176701,1.859
9.182446,1.263
9.183084,3.337
9.183723,2.458
9.186276,0.0
9.191383,2.207
9.191702,0.0
9.192659,2.661
9.194255,2.615
9.194574,3.767
9.195212,3.471
9.195532,1.171
9.2,2.085
9.200638,0.249
9.205106,3.145
9.205425,4.811
9.205745,3.51
9.206064,0.961
9.206383,0.0
9.209574,3.508
9.210851,0.944
9.212128,0.0
9.216277,0.0
9.220107,1.238
9.221383,1.322
9.221702,2.999
9.222022,4.083
9.22266,2.107
9.222979,0.0
9.23,0.75
9.231277,1.206
9.231596,2.243
9.234469,0.0
9.23766,1.824
9.237979,3.282
9.239894,0.0
9.241171,2.444
9.24149,4.588
9.243405,0.0
9.250426,2.109
9.250746,4.514
9.254256,0.894
9.257448,1.79
9.259682,0.784
9.262235,1.88
9.262554,3.281
9.264789,3.05
9.265108,0.0
9.265427,3.496
9.265746,5.172
9.266065,3.845
9.266384,0.0
9.267023,3.043
9.267342,5.054
9.268299,3.63
9.269576,3.045
9.269895,0.0
9.273725,1.629
9.274044,3.248
9.275959,2.083
9.277236,3.049
9.278512,4.97
9.279151,3.817
9.27947,2.798
9.279789,0.364
9.28298,1.044
9.2833,2.037
9.284257,0.649
9.303406,2.256
9.304683,0.863
9.305002,2.106
9.305641,0.0
9.308513,2.375
9.310428,2.108
9.310747,0.0
9.312343,2.253
9.312662,4.279
9.314577,0.0
9.316173,2.557
9.316492,0.0
9.318088,2.82
9.318407,0.0
9.323513,2.613
9.324152,1.164
9.32479,2.613
9.325109,0.038
9.328939,1.86
9.332769,0.397
9.336599,1.702
9.336918,2.666
9.338194,0.0
9.346173,4.094
9.348088,3.473
9.348407,0.733
9.358301,3.004
9.35894,0.0
9.359897,3.07
9.361174,0.023
9.362131,2.561
9.36245,1.441
9.362769,0.0
9.364365,1.75
9.364684,3.11
9.367876,2.296
9.368195,0.0
9.374259,1.496
9.375536,0.0
9.378089,2.526
9.380323,0.0
9.384791,1.098
9.38511,3.858
9.38543,4.889
9.387664,2.464
9.387983,0.0
9.389259,1.111
9.389579,2.744
9.391174,4.245
9.392132,3.841
9.392451,1.061
9.393089,3.703
9.393728,2.398
9.394047,1.174
9.394366,0.118
9.395004,2.008
9.395962,0.458
9.401387,1.617
9.401707,3.499
9.403941,2.547
9.40426,0.0
9.409366,1.499
9.410643,0.0
9.410962,0.967
9.411281,2.342
9.4116,0.0
9.412877,2.159
9.413196,0.0
9.423409,1.666
9.423728,3.876
9.424048,5.209
9.426601,2.588
9.42692,0.0
9.432026,1.621
9.432665,0.0
9.435218,3.048
9.438729,0.0
9.440644,1.994
9.440963,4.114
9.441601,1.169
9.44192,0.185
9.443197,2.137
9.443835,0.616
9.444793,2.366
9.446069,1.473
9.446708,0.0
9.462346,3.351
9.465219,1.737
9.465538,0.0
9.466495,3.105
9.466814,4.367
9.468729,1.903
9.469049,0.0
9.47607,2.662
9.476389,3.943
9.477985,0.941
9.478304,1.978
9.479262,0.547
9.480857,2.742
9.481176,0.0
9.481815,2.12
9.483091,0.039
9.484368,1.503
9.484687,0.0
9.485964,2.572
9.48724,0.0
9.493304,1.672
9.494262,3.13
9.494581,4.148
9.4949,5.451
9.496496,4.55
9.496815,2.551
9.497134,0.0
9.500007,3.06
9.502241,1.386
9.50256,0.0
9.505432,2.771
9.507347,0.0
9.509901,3.353
9.51022,4.99
9.512773,0.0
9.521071,2.649
9.523943,0.0
9.524582,3.304
9.525539,1.619
9.525858,0.0
9.526816,3.199
9.527454,0.0
9.52905,3.492
9.529688,2.5
9.530327,2.896
9.530965,1.38
9.531284,0.0
9.535114,2.323
9.535752,0.197
9.548838,2.703
9.551072,2.206
9.551391,0.0
9.553944,3.657
9.554582,0.0
9.55937,4.342
9.559689,5.321
9.560008,3.843
9.560327,1.473
9.560646,4.014
9.560966,5.065
9.561604,1.319
9.561923,0.0
9.564157,1.488
9.564476,2.543
9.56703,0.0
9.567987,2.074
9.568944,0.0
9.569902,1.604
9.570221,3.533
9.574689,2.288
9.575008,0.343
9.578519,2.226
9.578838,3.345
9.582987,1.62
9.583626,2.912
9.588094,0.0
9.591285,3.49
9.591924,1.954
9.592243,0.0
9.595434,1.367
9.596073,0.0
9.600222,1.554
9.600541,2.653
9.602137,0.0
9.605328,1.823
9.605647,0.0
9.610116,2.756
9.610435,0.0
9.614903,4.077
9.617456,2.262
9.617775,0.0
9.620648,0.0
9.625116,4.553
9.626712,0.364
9.62735,2.938
9.628627,0.0
9.633733,2.364
9.634052,5.366
9.634372,3.09
9.634691,0.0
9.641074,2.45
9.642031,0.619
9.64267,0.0
9.642989,1.022
9.643308,0.0
9.650329,3.677
9.653521,0.166
9.65384,1.461
9.655117,0.054
9.658627,2.204
9.658947,4.33
9.659266,2.292
9.659585,0.0
9.662776,1.982
9.666606,1.14
9.670755,2.955
9.671713,0.0
9.682883,2.543
9.68416,0.875
9.690862,4.62
9.6915,4.234
9.694373,3.233
9.694692,1.233
9.697564,2.436
9.698841,0.0
9.701075,3.142
9.70299,2.251
9.703309,3.226
9.703948,0.81
9.712884,1.125
9.714161,0.0
9.717352,3.321
9.718948,0.0
9.722778,2.667
9.724374,0.413
9.726927,3.643
9.728203,0.0
9.728842,2.575
9.729161,0.821
9.731076,3.657
9.73714,0.0
9.740651,1.949
9.741289,0.327
9.741927,2.006
9.742246,2.986
9.742885,0.0
9.746395,3.25
9.74831,2.563
9.748629,0.0
9.756289,2.93
9.7598,1.993
9.760119,0.0
9.76363,1.189
9.763949,3.916
9.764587,3.059
9.764906,0.0
9.769694,1.723
9.770332,0.0
9.782779,2.502
9.783098,4.598
9.790758,0.0
9.794588,1.957
9.795226,3.825
9.798099,0.485
9.80895,2.836
9.810227,0.261
9.815014,0.0
9.822035,3.831
9.822674,0.0
9.822993,3.852
9.823312,5.973
9.826184,0.299
9.829057,1.865
9.829695,0.0
9.832887,2.81
9.835759,1.239
9.836078,0.0
9.854589,3.128
9.854909,4.939
9.8581,3.172
9.858419,0.731
9.866717,0.999
9.867036,2.912
9.867675,0.0
9.877569,2.717
9.878207,0.0
9.878845,1.147
9.879164,4.079
9.879484,5.053
9.885228,0.0
9.887782,2.929
9.889058,2.476
9.889377,1.271
9.889697,0.0
9.892888,0.979
9.893207,2.748
9.893526,0.0
9.894803,3.167
9.898633,3.37
9.898952,1.873
9.902782,3.862
9.905335,1.203
9.905654,0.0
9.91874,1.088
9.919059,3.336
9.919378,0.966
9.920016,3.331
9.920974,5.381
9.924165,0.0
9.925761,1.837
9.92608,2.83
9.926719,4.584
9.945549,1.571
9.945868,3.364
9.947783,0.0
9.95289,2.996
9.953209,4.662
9.953528,3.674
9.954485,1.13
9.958953,1.846
9.959911,1.399
9.96023,0.0
9.960868,2.947
9.961188,4.233
9.961826,3.088
9.962145,0.0
9.965017,2.28
9.965656,1.175
9.966613,0.606
9.970124,2.014
9.970762,0.362
9.973316,1.908
9.974911,3.662
9.97555,0.0
9.98289,2.837
9.984167,0.0
9.987358,1.23
9.987997,0.0
9.990231,1.103
9.99055,3.151
9.992784,1.606
9.993103,0.0
9.993742,2.001
9.99438,4.745
9.994699,6.079
10.000444,0.0
10.002997,0.0
